0.001160, 0.235572
0.648152, 0.074374
0.270241, 0.360027
0.255287, 0.985290
0.318918, 0.934233
0.178625, 0.857570
0.034852, 0.008576
0.626759, 0.485885
0.272988, 0.802179
0.091464, 0.448012
0.640156, 0.973266
0.660878, 0.790613
0.563280, 0.040376
0.881405, 0.068361
0.296793, 0.985076
0.074648, 0.018006
0.025636, 0.567248
0.515976, 0.648122
0.720573, 0.385052
0.380139, 0.026460
0.901303, 0.209906
0.861324, 0.545885
0.964293, 0.628193
0.372692, 0.949461
0.231269, 0.520829
0.232826, 0.897366
0.374737, 0.412152
0.744285, 0.355510
0.376263, 0.219001
0.071139, 0.587909
0.674886, 0.431410
0.821802, 0.033631
0.660787, 0.256478
0.742729, 0.850124
0.170843, 0.756005
0.430219, 0.403241
0.142918, 0.509751
0.465712, 0.486526
0.083834, 0.835444
0.881100, 0.549455
0.508835, 0.096194
0.360698, 0.717307
0.007294, 0.127750
0.085574, 0.883114
0.092257, 0.315409
0.626637, 0.652882
0.488907, 0.353221
0.792962, 0.426069
0.019044, 0.215613
0.841365, 0.391552
0.737541, 0.373424
0.953673, 0.721335
0.476669, 0.785150
0.387585, 0.742302
0.455397, 0.695029
0.207862, 0.368114
0.108798, 0.768792
0.003632, 0.572130
0.795007, 0.598773
0.498489, 0.182134
0.534806, 0.109165
0.459181, 0.779168
0.441237, 0.893338
0.809656, 0.980682
0.994324, 0.013276
0.356059, 0.889920
0.818323, 0.294259
0.029786, 0.992676
0.116672, 0.643757
0.053957, 0.282113
0.421888, 0.427900
0.940184, 0.894070
0.815638, 0.435286
0.721458, 0.032411
0.276101, 0.460219
0.327982, 0.467788
0.308634, 0.036103
0.511460, 0.388897
0.515488, 0.350780
0.224647, 0.889096
0.261605, 0.874386
0.862270, 0.868862
0.092135, 0.731651
0.269204, 0.635456
0.058290, 0.349498
0.923124, 0.981353
0.607654, 0.411237
0.196417, 0.021943
0.194952, 0.648671
0.105197, 0.574969
0.270211, 0.503342
0.450301, 0.361370
0.799707, 0.188208
0.757347, 0.810450
0.976623, 0.180883
0.922086, 0.749260
0.277200, 0.679922
0.966643, 0.758263
0.519242, 0.054903
0.813776, 0.474166
0.078127, 0.822535
0.484481, 0.621357
0.918180, 0.178533
0.626301, 0.052889
0.593738, 0.618213
0.777245, 0.582812
0.878170, 0.675710
0.272835, 0.890439
0.175268, 0.313761
0.201910, 0.278390
0.370708, 0.995270
0.317118, 0.565294
0.278695, 0.967284
0.307169, 0.894375
0.341044, 0.789789
0.336528, 0.739555
0.734062, 0.639271
0.258858, 0.889981
0.540208, 0.419446
0.410657, 0.694143
0.140110, 0.209326
0.391064, 0.345256
0.482009, 0.080996
0.734428, 0.488845
0.383831, 0.817377
0.881619, 0.933683
0.525163, 0.561693
0.356334, 0.747612
0.284860, 0.930113
0.552995, 0.519578
0.080264, 0.618061
0.041871, 0.068514
0.365184, 0.032380
0.798273, 0.381146
0.941771, 0.979949
0.261696, 0.059206
0.743553, 0.943815
0.631520, 0.057894
0.745109, 0.979308
0.304941, 0.996735
0.155065, 0.759789
0.864010, 0.823359
0.548662, 0.804285
0.517533, 0.112857
0.095706, 0.418195
0.404614, 0.782586
0.540880, 0.377911
0.665395, 0.504349
0.091830, 0.890835
0.685904, 0.595172
0.872158, 0.862178
0.422803, 0.667867
0.094668, 0.999603
0.214698, 0.822535
0.612018, 0.786828
0.985687, 0.660329
0.000031, 0.858028
0.247993, 0.900815
0.831080, 0.803339
0.809717, 0.883969
0.292611, 0.937712
0.593677, 0.738334
0.808069, 0.063723
0.473922, 0.496445
0.815668, 0.759728
0.536271, 0.938505
0.361858, 0.224647
0.668661, 0.446150
0.665487, 0.210883
0.887875, 0.647206
0.308603, 0.076083
0.309030, 0.132298
0.210944, 0.485397
0.163701, 0.025636
0.043519, 0.795404
0.773217, 0.690023
0.238075, 0.650960
0.883114, 0.347972
0.248268, 0.826167
0.265542, 0.900540
0.219489, 0.840480
0.995178, 0.723869
0.722678, 0.382031
0.305124, 0.726371
0.709067, 0.068239
0.429609, 0.446211
0.341899, 0.575884
0.338786, 0.471480
0.861293, 0.671468
0.772546, 0.963805
0.138432, 0.173315
0.479476, 0.566454
0.075900, 0.376568
0.067110, 0.478988
0.509262, 0.972045
0.369671, 0.978576
0.767510, 0.990814
0.739586, 0.170263
0.547594, 0.805292
0.169408, 0.246956
0.259896, 0.718345
0.649770, 0.040101
0.500259, 0.171148
0.669881, 0.142949
0.805780, 0.101962
0.267067, 0.387310
0.349467, 0.486221
0.531358, 0.954955
0.731162, 0.589404
0.971191, 0.904996
0.519913, 0.964537
0.646809, 0.398785
0.704978, 0.724570
0.477737, 0.402997
0.710929, 0.121586
0.629933, 0.152776
0.133610, 0.964171
0.389386, 0.155705
0.853298, 0.903226
0.428541, 0.018036
0.680410, 0.119022
0.871242, 0.874630
0.191443, 0.439314
0.062868, 0.703360
0.910123, 0.420515
0.451918, 0.305948
0.490493, 0.423017
0.488845, 0.235633
0.058565, 0.211951
0.949187, 0.453505
0.368114, 0.114414
0.586291, 0.994873
0.927213, 0.264931
0.520768, 0.426099
0.751762, 0.969573
0.272225, 0.374340
0.902432, 0.720878
0.840144, 0.910276
0.460555, 0.894284
0.739341, 0.065859
0.100314, 0.657338
0.397320, 0.268075
0.912412, 0.123142
0.818903, 0.969848
0.636128, 0.279366
0.924650, 0.259560
0.955992, 0.723472
0.469405, 0.730399
0.018738, 0.736167
0.947478, 0.390545
0.827815, 0.723960
0.389691, 0.895688
0.670309, 0.562059
0.460128, 0.885189
0.234169, 0.868892
0.757195, 0.702872
0.570605, 0.743400
0.726554, 0.283731
0.558397, 0.996826
0.091250, 0.488357
0.026765, 0.409528
0.206061, 0.665120
0.192511, 0.044618
0.241493, 0.722983
0.567766, 0.149510
0.604328, 0.494613
