0.648152, 0.074374
0.270241, 0.360027
0.318918, 0.934233
0.178625, 0.857570
0.626759, 0.485885
0.272988, 0.802179
0.091464, 0.448012
0.640156, 0.973266
0.660878, 0.790613
0.563280, 0.040376
0.025636, 0.567248
0.515976, 0.648122
0.720573, 0.385052
0.380139, 0.026460
0.901303, 0.209906
0.861324, 0.545885
0.964293, 0.628193
0.372692, 0.949461
0.231269, 0.520829
0.232826, 0.897366
0.374737, 0.412152
0.744285, 0.355510
0.376263, 0.219001
0.071139, 0.587909
0.674886, 0.431410
0.660787, 0.256478
0.742729, 0.850124
0.170843, 0.756005
0.430219, 0.403241
0.142918, 0.509751
0.465712, 0.486526
0.881100, 0.549455
0.508835, 0.096194
0.360698, 0.717307
0.092257, 0.315409
0.626637, 0.652882
0.488907, 0.353221
0.792962, 0.426069
0.841365, 0.391552
0.737541, 0.373424
0.476669, 0.785150
0.387585, 0.742302
0.455397, 0.695029
0.207862, 0.368114
0.108798, 0.768792
0.795007, 0.598773
0.498489, 0.182134
0.534806, 0.109165
0.459181, 0.779168
0.441237, 0.893338
0.356059, 0.889920
0.818323, 0.294259
0.116672, 0.643757
0.053957, 0.282113
0.421888, 0.427900
0.815638, 0.435286
0.276101, 0.460219
0.327982, 0.467788
0.511460, 0.388897
0.515488, 0.350780
0.224647, 0.889096
0.261605, 0.874386
0.092135, 0.731651
0.269204, 0.635456
0.058290, 0.349498
0.607654, 0.411237
0.194952, 0.648671
0.105197, 0.574969
0.270211, 0.503342
0.450301, 0.361370
0.799707, 0.188208
0.757347, 0.810450
0.922086, 0.749260
0.277200, 0.679922
0.519242, 0.054903
0.813776, 0.474166
0.484481, 0.621357
0.626301, 0.052889
0.593738, 0.618213
0.777245, 0.582812
0.878170, 0.675710
0.272835, 0.890439
0.175268, 0.313761
0.201910, 0.278390
0.317118, 0.565294
0.307169, 0.894375
0.341044, 0.789789
0.336528, 0.739555
0.734062, 0.639271
0.258858, 0.889981
0.540208, 0.419446
0.410657, 0.694143
0.140110, 0.209326
0.391064, 0.345256
0.482009, 0.080996
0.734428, 0.488845
0.383831, 0.817377
0.525163, 0.561693
0.356334, 0.747612
0.284860, 0.930113
0.552995, 0.519578
0.080264, 0.618061
0.365184, 0.032380
0.798273, 0.381146
0.631520, 0.057894
0.155065, 0.759789
0.864010, 0.823359
0.548662, 0.804285
0.517533, 0.112857
0.095706, 0.418195
0.404614, 0.782586
0.540880, 0.377911
0.665395, 0.504349
0.685904, 0.595172
0.422803, 0.667867
0.214698, 0.822535
0.612018, 0.786828
0.247993, 0.900815
0.831080, 0.803339
0.809717, 0.883969
0.292611, 0.937712
0.593677, 0.738334
0.473922, 0.496445
0.815668, 0.759728
0.536271, 0.938505
0.361858, 0.224647
0.668661, 0.446150
0.665487, 0.210883
0.887875, 0.647206
0.308603, 0.076083
0.309030, 0.132298
0.210944, 0.485397
0.773217, 0.690023
0.238075, 0.650960
0.883114, 0.347972
0.248268, 0.826167
0.265542, 0.900540
0.219489, 0.840480
0.722678, 0.382031
0.305124, 0.726371
0.709067, 0.068239
0.429609, 0.446211
0.341899, 0.575884
0.338786, 0.471480
0.861293, 0.671468
0.138432, 0.173315
0.479476, 0.566454
0.075900, 0.376568
0.067110, 0.478988
0.509262, 0.972045
0.369671, 0.978576
0.739586, 0.170263
0.547594, 0.805292
0.169408, 0.246956
0.259896, 0.718345
0.649770, 0.040101
0.500259, 0.171148
0.669881, 0.142949
0.267067, 0.387310
0.349467, 0.486221
0.531358, 0.954955
0.731162, 0.589404
0.519913, 0.964537
0.646809, 0.398785
0.704978, 0.724570
0.477737, 0.402997
0.710929, 0.121586
0.629933, 0.152776
0.389386, 0.155705
0.428541, 0.018036
0.680410, 0.119022
0.191443, 0.439314
0.062868, 0.703360
0.910123, 0.420515
0.451918, 0.305948
0.490493, 0.423017
0.488845, 0.235633
0.949187, 0.453505
0.368114, 0.114414
0.927213, 0.264931
0.520768, 0.426099
0.272225, 0.374340
0.902432, 0.720878
0.460555, 0.894284
0.739341, 0.065859
0.100314, 0.657338
0.397320, 0.268075
0.636128, 0.279366
0.924650, 0.259560
0.469405, 0.730399
0.947478, 0.390545
